"code_mode","high_educ","imd_band","finRes","logSum_click","disabil","Wscal_score"
"EEE","HE Qual","60-70%","Pass",6.87005341179813,"N",0.31
"FFF","A-Level","30-40%","Pass",8.27461194620955,"Y",0.15
"DDD","A-Level","60-70%","Pass",5.96357934361845,"Y",-0.11
"DDD","A-Level","80-90%","Fail",6.57786135772105,"N",-0.69
"DDD","A-Level","50-60%","Pass",6.07764224334903,"N",-0.12
"CCC","HE Qual","20-30%","Pass",7.77401507725073,"N",-0.04
"EEE","HE Qual","80-90%","Fail",6.89467003943348,"N",-0.2
"DDD","HE Qual","30-40%","Pass",7.53583046279837,"N",0.62
"BBB","A-Level","80-90%","Pass",5.7268477475872,"N",0.48
"FFF","HE Qual","90-100%","Pass",8.31458729131958,"N",0.9425
"GGG","A-Level","30-40%",NA,6.89060912014717,"N",0.62
"CCC","A-Level","60-70%","Pass",7.22620901010067,"N",-0.532
"GGG","A-Level","50-60%","Pass",6.89365635460264,"N",0.5
"EEE","A-Level","70-80%","Pass",7.25417784645652,"N",0.31
"GGG","Lower","80-90%",NA,6.78671695060508,"N",0.6
"BBB","Lower","20-30%","Pass",6.82328612235569,"N",0.48
"BBB","HE Qual","90-100%","Pass",6.93147180559945,"N",-0.544
"FFF","HE Qual","30-40%","Pass",7.71199650704767,"N",0.18
"FFF","A-Level","0-10%","Pass",7.85825418218603,"N",-0.35
"FFF","A-Level","90-100%",NA,8.26539293085222,"N",1.11
"EEE","A-Level","40-50%","Pass",7.23489842031483,"N",0.41
"BBB","Lower","50-60%","Fail",4.77068462446567,"N",-1.86
"CCC",NA,"30-40%",NA,7.52456122628536,"N",1.01
"DDD","Lower","30-40%","Pass",7.66387725870347,"N",-1.0035
"DDD","A-Level","30-40%",NA,8.71275997496021,"N",0.91
"DDD","A-Level","60-70%","Pass",6.50279004591562,"N",0.7665
"BBB","A-Level","30-40%","Pass",5.50938833662798,"N",-0.19
"BBB","Lower","90-100%","Pass",7.94979721616185,"N",-0.7775
"BBB","Lower","40-50%","Pass",6.82219739062049,"N",-0.13
"BBB","Lower","20-30%","Pass",6.86380339145295,"N",-0.03
"BBB","A-Level","0-10%","Fail",0,"N",-3.25
"BBB","A-Level","70-80%","Pass",5.4971682252932,"N",0.26
"BBB","A-Level","30-40%","Pass",6.44888939414686,"N",0.18
"BBB","HE Qual","0-10%","Pass",5.89440283426485,"N",0.28
"BBB","A-Level","30-40%","Pass",7.25134498337221,"N",-0.3
"BBB","Lower","40-50%","Pass",6.34212141872115,"N",0.61
"BBB","Lower","0-10%","Pass",2.30258509299405,"Y",-0.01
"BBB","A-Level","30-40%",NA,7.08924315502751,"N",0.24
"BBB","Lower","70-80%","Pass",6.43133108193348,"N",-0.15
"BBB","A-Level","30-40%","Pass",6.89365635460264,"N",0.38
"BBB","A-Level","20-30%","Pass",6.59441345974978,"N",0.26
"FFF","Lower","20-30%","Pass",7.3375877435386,"N",-0.11
"EEE","A-Level","20-30%",NA,7.23056315340929,"N",0.485
"BBB","A-Level","30-40%","Pass",5.15905529921453,"N",-0.46
"BBB","Lower","70-80%","Pass",6.58892647753352,"N",-0.61
"FFF","A-Level","80-90%","Pass",8.02486215028641,"N",0.92
"DDD","HE Qual","80-90%",NA,7.53583046279837,"N",1.02
"BBB","A-Level","60-70%","Fail",2.07944154167984,"N",-3.16
"DDD","A-Level","20-30%","Pass",6.12468339089421,"N",0.26
"BBB","A-Level","30-40%",NA,7.70526247486633,"N",0.28
"CCC","A-Level","20-30%",NA,9.63965220655863,"N",1.279
"BBB","Lower","20-30%","Pass",6.82437367004309,"N",0.17
"BBB","A-Level","40-50%",NA,8.39638057119949,"N",0.32
"BBB","Lower","20-30%","Pass",4.17438726989564,"N",0.39
"BBB","A-Level","50-60%","Pass",6.69332366826995,"N",-0.17
"CCC","A-Level","30-40%","Pass",7.26612877955645,"N",0.32
"BBB","Lower","30-40%","Pass",8.01466637046494,"N",0.14
"CCC","A-Level","50-60%",NA,7.77611547709874,"Y",1.22
"BBB","Lower","40-50%","Fail",6.10702288774225,"Y",-1.03
"DDD","A-Level","90-100%","Pass",6.57507584059962,"N",0.33
"BBB","HE Qual","70-80%","Fail",7.71020519443253,"N",-0.86
"EEE","A-Level","50-60%","Pass",8.21039625510477,"N",0.96
"FFF","Lower","80-90%","Pass",7.6980291702728,"N",0.47
"BBB","A-Level","0-10%",NA,7.43307534889858,"N",0.68
"BBB","A-Level","80-90%","Pass",6.07073772800249,"N",-0.2
"FFF","Lower","90-100%","Pass",7.6182510978767,"Y",0.24
"DDD","A-Level","20-30%","Pass",5.93224518744801,"N",-0.2
"GGG","HE Qual","70-80%","Pass",5.55295958492162,"N",0.7
"BBB","A-Level","0-10%","Pass",6.74405918631135,"N",-0.36
"CCC","A-Level","30-40%","Pass",6.80239476332431,"N",0.53
"BBB","Lower","0-10%","Pass",6.36475075685191,"N",0.23
"FFF","A-Level","70-80%","Fail",6.55961523749324,"N",0.695
"BBB","A-Level","60-70%","Pass",5.26785815906333,"N",-0.726
"BBB","A-Level","30-40%","Pass",7.26403014289953,"Y",0.31
"FFF","A-Level","30-40%",NA,7.98616486033273,"N",0.99
"EEE","A-Level","50-60%","Fail",5.56068163101553,"N",-0.06
"EEE","HE Qual","30-40%",NA,8.05356916913454,"N",0.83
"DDD","Lower","30-40%","Pass",6.45990445437753,"N",-0.06
"CCC","A-Level","20-30%","Fail",7.02286808608264,"N",-0.55
"BBB","A-Level","90-100%","Pass",5.62762111369064,"N",0.44
"GGG","A-Level","50-60%","Pass",7.07326971745971,"N",0.73
"EEE","HE Qual","90-100%",NA,7.46794233228585,"N",0.89
"CCC","A-Level","30-40%",NA,6.09807428216624,"N",0.84
"FFF","A-Level","70-80%","Fail",6.54821910276237,"N",0.03
"FFF","Lower","0-10%","Pass",8.99937239659211,"N",-0.14
"CCC",NA,"30-40%",NA,7.89989532313973,"N",1.21
"DDD","HE Qual","40-50%","Fail",4.70953020131233,"N",-0.63
"DDD","Lower","30-40%","Pass",6.64898455002478,"N",-0.54
"DDD","A-Level","80-90%","Pass",6.22653666928747,"N",0.08
"FFF","HE Qual","90-100%","Pass",8.20439841814938,"N",0.73
"EEE","Lower","50-60%","Pass",7.13727843726039,"N",0.83
"FFF","A-Level","90-100%","Pass",8.41626727282628,"N",0.7
"GGG","Lower","20-30%","Fail",5.2257466737132,"Y",-3.25
"GGG","Lower","20-30%","Pass",6.68461172766793,"N",0.83
"CCC","A-Level","80-90%","Fail",4.20469261939097,"N",0.7425
"DDD","A-Level","30-40%","Pass",6.69084227741856,"N",0.42
"EEE","A-Level","60-70%","Pass",6.74641212857337,"N",0.34
"EEE","Lower","50-60%","Fail",0,"N",-3.25
"FFF","Lower","30-40%","Fail",6.98749024700099,"N",0.12
"EEE","Lower","30-40%","Fail",7.04838640872188,"N",0.29
"EEE","A-Level","90-100%","Pass",6.52356230614951,"N",0.17
"CCC","HE Qual","30-40%","Pass",7.03878354138854,"N",0.53
"GGG","Lower","40-50%","Pass",6.82871207164168,"Y",0.33
"BBB","A-Level","0-10%","Pass",6.65672652417839,"N",0.36
"BBB","A-Level","60-70%","Pass",7.84698098213879,"N",0.48
"FFF","A-Level","60-70%","Fail",7.47760424319759,"N",-0.67
"FFF","Lower","60-70%",NA,7.76768727718691,"Y",0.893
"EEE","A-Level","70-80%","Fail",5.8348107370626,"N",0.76
"DDD","A-Level","80-90%","Pass",5.7037824746562,"N",0.27
"AAA","Lower","30-40%","Pass",7.68202151082687,"N",0.13
"FFF","A-Level","30-40%","Pass",7.99530662029082,"N",0.8355
"EEE","A-Level","60-70%","Pass",7.10002716662926,"N",0.05
"DDD","Lower","80-90%","Fail",7.07665381544395,"N",-0.37
"BBB","Lower","20-30%","Pass",7.1770187659099,"N",0.17
"GGG","Lower","0-10%","Pass",6.1779441140506,"N",0.46
"FFF","Lower","30-40%","Pass",7.65539064482615,"N",0.3
"EEE","A-Level","30-40%","Pass",7.12528309151071,"N",0.52
"BBB","Lower","30-40%","Pass",6.99668148817654,"N",-0.74
"CCC","HE Qual","90-100%",NA,6.62936325343745,"N",1.2
"FFF","Lower","30-40%",NA,8.9839415279413,"N",0.82
"BBB","A-Level","30-40%","Pass",6.8330317327862,"N",-0.81
"FFF","A-Level","70-80%",NA,7.91315518592807,"N",0.642
"EEE","A-Level","50-60%","Fail",6.7990558620588,"N",0.872
"FFF","A-Level","90-100%",NA,8.59155827337154,"N",1.119
"FFF","Lower","50-60%","Pass",8.72777821348305,"N",0.74
"BBB","Lower","0-10%","Fail",4.45434729625351,"Y",-0.04
"CCC","A-Level","80-90%","Pass",7.85554467791566,"Y",-0.06
"EEE","HE Qual","50-60%","Pass",7.54591815120932,"N",1.03
"FFF","A-Level","20-30%","Pass",7.68109900153636,"N",0.1
"DDD","Lower","30-40%","Pass",7.42177579364465,"N",0.61
"DDD","A-Level","30-40%","Fail",6.30078579466324,"N",0.52
"BBB","A-Level","40-50%","Pass",5.68017260901707,"N",0.36
"FFF","A-Level","30-40%","Fail",5.34233425196481,"N",-1.11
"CCC","HE Qual","30-40%",NA,7.56992765524265,"N",1.16
"EEE","Lower","30-40%","Pass",6.29710931993394,"N",0.26
"GGG","Lower","40-50%",NA,6.65801104587075,"N",1.124
"CCC","Lower","50-60%","Pass",6.15060276844628,"N",-0.39
"BBB","Lower","0-10%","Fail",0,"N",-3.25
"EEE","HE Qual","60-70%","Pass",6.82001636467413,"N",0.58
"FFF","A-Level","60-70%","Fail",7.42356844425917,"Y",0.44
"FFF","A-Level","70-80%","Fail",5.98141421125448,"N",0.09
"BBB","HE Qual","70-80%","Pass",6.89972310728487,"N",0.33
"FFF","A-Level","90-100%","Fail",6.71295620067707,"N",-0.09
"FFF","A-Level","40-50%","Pass",7.72709448477984,"N",0.05
"FFF","A-Level","60-70%",NA,9.16617947619041,"N",0.95
"FFF","A-Level","0-10%","Fail",6.92657703322272,"N",-0.58
"FFF","A-Level","0-10%","Pass",7.43897159239586,"N",0.18
"FFF","A-Level","90-100%","Pass",6.79682371827486,"N",0.13
"FFF","A-Level","90-100%","Pass",7.50273821075485,"N",-0.09
"FFF","A-Level","80-90%","Pass",7.99564360428727,"N",0.45
"BBB","Lower","50-60%","Pass",6.07993319509559,"N",0.04
"CCC","A-Level","70-80%",NA,7.50218648660292,"N",1.18
"GGG","HE Qual","60-70%","Pass",7.02019070831193,"N",0.0785
"GGG","Lower","50-60%","Fail",1.79175946922805,"N",-0.47
"GGG","A-Level","20-30%","Fail",2.19722457733622,"N",-0.47
"GGG","A-Level","40-50%","Fail",0,"N",-3.25
"GGG","HE Qual","90-100%","Pass",5.44241771052179,"N",0.69
"GGG","A-Level","90-100%","Pass",6.00141487796115,"N",0.31
"BBB","Lower","0-10%","Pass",7.18235211188526,"N",-0.786
"FFF","A-Level","30-40%","Pass",8.51719319141624,"N",0.04
"DDD","HE Qual","80-90%","Pass",6.8351845861473,"N",-0.31
"BBB","HE Qual","20-30%","Fail",2.94443897916644,"N",-1.29
"BBB","A-Level","70-80%","Pass",5.89440283426485,"N",0.46
"DDD","Lower","90-100%","Fail",6.24222326545517,"Y",0.551
"CCC","A-Level","0-10%","Pass",7.71423114484909,"Y",0.8955
"BBB","HE Qual","50-60%","Pass",5.87773578177964,"N",-0.09
"BBB","HE Qual","70-80%",NA,6.68959926917897,"N",-0.129
"CCC",NA,"30-40%","Pass",7.08506429395255,"N",0.19
"GGG","A-Level","30-40%","Pass",5.91889385427315,"N",0.5
"DDD","Lower","20-30%","Fail",4.91265488573605,"N",0.405
"FFF","Lower","30-40%","Fail",7.9755646584952,"N",0.27
"EEE","A-Level","30-40%","Pass",7.41095187558364,"N",1.037
"DDD","A-Level","40-50%",NA,6.30444880242198,"N",0.88
"DDD","A-Level","40-50%","Pass",6.65672652417839,"N",0.74
"EEE","Lower","0-10%","Fail",7.46336304552002,"N",0.25
"FFF","A-Level","30-40%","Pass",6.93342302573071,"N",0.51
"FFF","Lower","40-50%","Fail",5.08140436498446,"N",-0.65
"EEE","HE Qual","30-40%","Pass",7.78779687818117,"N",-0.461
"FFF","Lower","70-80%","Pass",8.42354163533478,"N",0.747
"GGG","Lower","90-100%","Pass",6.42486902390539,"Y",0.89
"GGG","Lower","90-100%",NA,6.75110146893676,"Y",0.406
"GGG","A-Level","30-40%","Pass",6.06842558824411,"N",-0.07
"BBB","A-Level","30-40%","Fail",6.21660610108486,"N",-1.9
"DDD","A-Level","60-70%","Fail",5.04342511691925,"N",-3.25
"BBB","Lower","0-10%","Pass",7.28961052145117,"N",0.1
"BBB","Lower","70-80%","Fail",4.18965474202643,"N",0.34
"DDD","Lower","30-40%","Fail",6.30809844150953,"N",0.424
"GGG","Lower","30-40%","Fail",0,"N",-3.25
"EEE","HE Qual","60-70%","Fail",6.41673228251233,"N",-1.12
"EEE","HE Qual","30-40%",NA,8.84865288621391,"N",1.04
"DDD","A-Level","90-100%","Pass",5.56452040732269,"N",-0.82
"FFF","Lower","20-30%","Pass",7.63094658089046,"Y",0.14
"EEE","A-Level","20-30%","Fail",6.20050917404269,"N",0.39
"GGG","Lower","60-70%",NA,5.78996017089725,"N",-0.18
"BBB","Lower","80-90%","Fail",5.29831736654804,"N",0.78
"BBB","Lower","30-40%","Fail",4.40671924726425,"N",0.39
"BBB","Lower","60-70%","Fail",6.68336094576627,"N",-1.35
"BBB","Lower","20-30%","Pass",6.68085467879022,"N",0.85
"CCC","A-Level","80-90%",NA,8.28223006329669,"N",0.96
"BBB","A-Level","40-50%","Pass",6.54678541076052,"N",-0.1
"BBB","A-Level","40-50%",NA,7.64587582518481,"N",-0.2195
"BBB","Lower","40-50%","Pass",7.33367639565768,"N",0.28
"EEE","A-Level","30-40%",NA,8.29554851622576,"N",1.08
"DDD","A-Level","30-40%","Pass",6.72142570079064,"N",0.24
"DDD","A-Level","70-80%","Fail",6.38687931936265,"N",0.45
"BBB","A-Level","40-50%",NA,7.43248380791712,"N",-0.2195
"EEE","HE Qual","20-30%","Pass",6.58617165485467,"N",0.43
"BBB","Lower","20-30%","Pass",6.94985645500077,"N",-0.96
"FFF","Lower","50-60%","Pass",8.3841188371909,"N",0.68
"BBB","Lower","80-90%","Fail",5.08140436498446,"N",0.943
"DDD","A-Level","30-40%","Fail",6.46458830368996,"Y",-0.9
"BBB","A-Level","30-40%","Pass",7.08086789669078,"N",-0.02
"BBB","Lower","40-50%","Pass",7.23417717974985,"N",-0.5025
"BBB","A-Level","50-60%",NA,6.67708346124714,"N",-0.13
"FFF","Lower","90-100%","Pass",8.20712916807133,"N",0.39
"CCC","HE Qual","90-100%",NA,7.74543561027438,"N",1.19
"BBB","Lower","30-40%","Fail",6.48004456192665,"N",-0.73
"EEE","HE Qual","30-40%","Pass",7.86211221166275,"N",0.74
"FFF","A-Level","0-10%","Pass",7.25488481007734,"N",0.39
"DDD","A-Level","30-40%","Fail",6.00388706710654,"N",-1.13
"GGG","Lower","20-30%","Fail",0.693147180559945,"N",-3.25
"EEE","A-Level","50-60%","Fail",6.28599809450886,"Y",-0.21
"EEE","A-Level","20-30%","Fail",6.04263283368238,"N",-1.2
"FFF","A-Level","0-10%","Fail",4.89783979995091,"Y",-2.641
"GGG","A-Level","0-10%",NA,5.63835466933375,"N",0.32
"BBB","HE Qual","60-70%",NA,7.21007962817079,"N",-0.03
"BBB","A-Level","60-70%","Pass",6.99209642741589,"N",-0.56
"FFF","Lower","20-30%","Fail",5.78689738136671,"N",-0.47
"BBB","Lower","20-30%","Fail",6.15485809401642,"N",0.33
"BBB","A-Level","30-40%","Pass",6.90575327631146,"N",0.04
"BBB","Lower","70-80%","Fail",4.15888308335967,"N",-1.63
"BBB","Lower","50-60%","Pass",6.97166860472579,"N",0.31
"BBB","HE Qual","30-40%","Pass",4.91998092582813,"N",0.01
"BBB","Lower","30-40%","Pass",3.3322045101752,"N",0.46
"BBB","Lower","80-90%","Pass",5.97126183979046,"N",-0.6875
"BBB","HE Qual","20-30%",NA,7.26122509197192,"N",0.638
"BBB","A-Level","50-60%","Fail",6.08449941307517,"N",-0.82
"BBB","Lower","70-80%",NA,7.2848209125686,"N",-0.595
"CCC","HE Qual","40-50%",NA,7.53315880745556,"N",1.02
"EEE","A-Level","30-40%","Pass",7.83597458172157,"N",0.66
"BBB","Lower","50-60%","Pass",7.71423114484909,"N",-0.75
"DDD","A-Level","60-70%","Fail",6.7696419768525,"N",-1
"DDD","HE Qual","50-60%","Fail",5.21493575760899,"N",-0.12
"EEE","Lower","30-40%",NA,8.63905677917308,"N",1.08
"CCC","HE Qual","30-40%","Pass",8.40626163070896,"N",-0.05
"BBB","HE Qual","30-40%",NA,7.24779258176785,"N",0.00399999999999998
"BBB","A-Level","30-40%",NA,8.16080392095467,"N",0.58
"FFF","Lower","70-80%","Pass",8.42354163533478,"N",0.44
"DDD","A-Level","0-10%","Fail",4.23410650459726,"N",-0.81
"FFF","A-Level","60-70%","Fail",4.72738781871234,"N",-0.65
"EEE","HE Qual","40-50%","Pass",7.14991683613211,"N",0.89
"EEE","HE Qual","90-100%","Pass",7.98854298273769,"N",0.06
"BBB","HE Qual","70-80%",NA,7.15305163493748,"N",0.89
"GGG","HE Qual","60-70%","Pass",7.96346006663897,"N",0.7715
"BBB","HE Qual","30-40%",NA,6.27287700654617,"N",0.78
"BBB","HE Qual","20-30%",NA,7.48549160803075,"N",0.91
"FFF","A-Level","40-50%","Pass",7.93307977188041,"Y",0.47
"BBB","A-Level","0-10%","Pass",5.72031177660741,"N",0.3
"BBB","HE Qual","60-70%",NA,7.11314210870709,"N",-0.41
"BBB","HE Qual","30-40%",NA,7.36960072052641,"N",0.32
"GGG","HE Qual","30-40%",NA,6.39526159811545,"N",0.8
"FFF","A-Level","70-80%","Pass",7.90137735379262,"N",0.32
"EEE","A-Level","0-10%","Fail",0,"Y",-3.043
"BBB","A-Level","30-40%",NA,8.03560269291858,"N",0.66
"FFF","Lower","40-50%","Pass",6.96979066990159,"N",0.12
"FFF","Lower","80-90%","Fail",7.3304052118444,"N",-0.42
"FFF","A-Level","50-60%","Pass",7.63819824428578,"N",0.05
"EEE","HE Qual","30-40%",NA,8.57659353469768,"N",1.082
"EEE","HE Qual","30-40%","Fail",7.99023818572036,"N",0.67
"EEE","HE Qual","30-40%","Fail",6.27287700654617,"N",0.85
"EEE","HE Qual","30-40%","Fail",5.29831736654804,"N",-3.25
"EEE","HE Qual","30-40%","Fail",2.39789527279837,"N",-3.25
"EEE","HE Qual","30-40%","Fail",0.693147180559945,"N",-3.25
"EEE","HE Qual","30-40%","Fail",6.46458830368996,"N",0.55
"BBB","Lower","80-90%","Pass",5.41164605185504,"N",-0.16
"EEE","A-Level","70-80%","Fail",6.42486902390539,"N",0.28
"CCC","A-Level","30-40%","Fail",5.41164605185504,"N",-0.38
"DDD","Lower","80-90%","Pass",7.06731984865348,"N",0.62
"BBB","HE Qual","70-80%","Pass",6.88653164253051,"N",0.48
"BBB","HE Qual","60-70%",NA,6.7945865808765,"N",0.77
"BBB","HE Qual","70-80%","Pass",5.84354441703136,"N",0.78
"EEE","A-Level","30-40%",NA,7.98036576511125,"N",1.04
"GGG","Lower","40-50%","Pass",5.96614673912369,"N",-0.45
"BBB","A-Level","20-30%",NA,8.02910705461974,"N",0.74
"BBB","Lower","70-80%","Pass",7.70345904786717,"N",-0.61
"BBB","Lower","50-60%","Pass",5.6021188208797,"N",-0.49
"GGG","A-Level","60-70%","Fail",5.64897423816121,"N",0.737
"BBB","HE Qual","60-70%",NA,7.27309259599952,"N",0.88
"BBB","HE Qual","30-40%",NA,7.2291138777933,"N",0.00399999999999998
"BBB","A-Level","0-10%",NA,7.5251007461258,"N",1.03
"BBB","Lower","60-70%","Pass",6.99209642741589,"N",-0.8465
"BBB","HE Qual","80-90%","Pass",7.79893331004122,"N",0.52
"BBB","HE Qual","20-30%","Fail",5.62762111369064,"N",0.800999999999999
"BBB","HE Qual","30-40%","Fail",6.5191472879404,"N",0.42
"BBB","HE Qual","40-50%",NA,7.1074254741107,"N",-0.39
"AAA","HE Qual","90-100%","Pass",8.02780284837031,"N",-0.2
"AAA","A-Level","60-70%",NA,8.64488255255713,"N",0.48
"AAA","Lower","70-80%","Pass",8.2960476427647,"N",0.08
"AAA","A-Level","60-70%",NA,8.89412164138221,"N",0.49
"FFF","HE Qual","90-100%","Fail",7.21229446850034,"N",0.03
"AAA","A-Level","60-70%","Fail",5.2040066870768,"N",-1.5145
"DDD","HE Qual","20-30%",NA,5.53733426701854,"N",-0.342
"FFF","HE Qual","90-100%",NA,9.12728479683886,"N",1.1
"FFF","HE Qual","60-70%","Pass",9.85885622839053,"N",0.925
"AAA","A-Level","90-100%","Pass",8.00803284696931,"N",0.28
"DDD","HE Qual","50-60%","Pass",6.61204103483309,"N",0.95
"DDD","HE Qual","90-100%","Pass",7.45414107814668,"N",0.81
"CCC","HE Qual","80-90%",NA,7.37086016653672,"N",1.1
"CCC","HE Qual","90-100%",NA,6.98100574072173,"N",0.777
"FFF","HE Qual","20-30%","Pass",7.91242312147371,"N",0.82
"CCC","HE Qual","80-90%",NA,8.38640090116621,"N",0.83
"CCC","Lower","50-60%","Fail",9.12728479683886,"N",-0.35
"CCC","A-Level","80-90%","Pass",7.91059061225648,"N",-0.16
"AAA","A-Level","50-60%","Pass",7.21376830811864,"N",-0.39
"DDD","HE Qual","20-30%","Pass",8.146419323098,"N",-0.44
"AAA","HE Qual","40-50%","Pass",7.10414409298753,"N",0.31
"EEE","A-Level","50-60%","Pass",7.29844510150815,"N",0.38
"AAA","A-Level","40-50%","Pass",6.7696419768525,"N",0.08
"AAA","HE Qual","90-100%","Pass",8.03883475778775,"N",-0.11
"AAA","HE Qual","90-100%","Pass",8.69767973226446,"N",-0.614
"DDD","HE Qual","80-90%","Pass",7.2902928824466,"N",-0.22
"FFF","A-Level","80-90%",NA,8.80986280537906,"N",1.0605
"CCC","HE Qual","90-100%","Pass",8.06117135969092,"N",0.29
"FFF","HE Qual","50-60%","Pass",8.19312372151207,"N",0.62
"CCC","HE Qual","90-100%","Pass",7.28824440102012,"N",0.79
"FFF","A-Level","20-30%","Fail",8.20849175174038,"Y",0.19
"FFF","HE Qual","80-90%",NA,8.12592680270789,"N",0.86
"EEE","A-Level","80-90%",NA,8.54441917766983,"N",1.14
"CCC",NA,"80-90%","Pass",6.01859321449623,"N",1.0295
"EEE","A-Level","20-30%","Pass",7.9043348420851,"N",0.48
"AAA","A-Level","90-100%","Pass",9.2557916348801,"N",-0.07
"FFF","HE Qual","70-80%","Pass",8.74957394808293,"N",0.69
"FFF","HE Qual","80-90%","Fail",7.79234892411304,"N",0.37
"BBB","Lower","90-100%","Pass",7.5569505720129,"N",0.3
"FFF","Lower","70-80%","Fail",4.98360662170834,"N",0.44
"BBB","HE Qual","40-50%","Fail",0,"Y",-3.077
"DDD","Lower","20-30%","Fail",6.62671774924902,"N",-1.31
"FFF","Lower","30-40%","Fail",6.55393340402581,"N",-0.41
"CCC","A-Level","40-50%","Pass",7.52402141520612,"N",0.31
"DDD","A-Level","80-90%",NA,7.93808872689695,"N",1.02
"FFF","A-Level","60-70%","Pass",8.78630387828258,"N",0.844
"AAA","Lower","30-40%","Pass",7.54802896993501,"N",-0.02
"CCC","HE Qual","40-50%","Pass",6.33150184989369,"N",-0.23
"FFF","A-Level","30-40%","Fail",7.67415292128168,"N",-0.04
"DDD","HE Qual","70-80%","Pass",7.0647590277918,"N",0.38
"FFF","A-Level","20-30%","Fail",5.7268477475872,"N",0.17
"AAA","Lower","0-10%","Pass",8.17018565287964,"N",0.41
"DDD","A-Level","30-40%","Pass",7.07834157955767,"N",0.27
"EEE","HE Qual","60-70%",NA,7.30451594646016,"N",0.95
"FFF","Lower","60-70%","Fail",6.94408720822953,"N",-0.06
"CCC","A-Level","90-100%","Pass",6.3750248198281,"N",-0.3
"FFF","HE Qual","90-100%",NA,8.52793528794814,"N",1.07
"FFF","HE Qual","50-60%",NA,9.17107965802288,"N",0.99
"CCC","A-Level","40-50%","Fail",8.10741881171997,"N",-0.94
"FFF","HE Qual","60-70%","Pass",7.65349490966125,"N",0.06
"EEE","HE Qual","80-90%","Pass",8.4213428657594,"N",0.63
"FFF","HE Qual","80-90%","Pass",8.72355674269043,"N",0.67
"CCC","A-Level","80-90%","Pass",6.40025744530882,"N",0.69
"DDD","HE Qual","40-50%","Pass",8.46842302704681,"N",0.64
"DDD","HE Qual","70-80%","Pass",7.49220304261874,"N",0.5
"DDD","Lower","30-40%",NA,7.8087293067444,"Y",0.893
"FFF","A-Level","70-80%","Fail",7.18992217074581,"N",-0.2
"CCC","HE Qual","50-60%","Fail",6.880384082186,"N",-0.05
"CCC","A-Level","90-100%","Pass",8.40916244720253,"N",0.23
"FFF","HE Qual","60-70%","Pass",8.0925452638913,"N",0.63
"BBB","Lower","50-60%","Fail",5.97126183979046,"N",0.06
"FFF","A-Level","50-60%",NA,9.41930385971656,"N",0.97
"CCC","HE Qual","30-40%","Pass",6.66568371778241,"N",0.68
"DDD","HE Qual","70-80%","Pass",7.91425227874244,"N",0.74
"BBB","A-Level","40-50%","Pass",6.0330862217988,"N",0.68
"AAA","HE Qual","80-90%","Pass",7.43602781635185,"N",0.4935
"DDD","Lower","90-100%","Fail",7.27793857294566,"N",0.26
"AAA","A-Level","30-40%","Pass",7.78530518253986,"N",-0.16
"CCC","A-Level","80-90%","Pass",7.27655640271871,"N",0.13
"FFF","A-Level","60-70%","Pass",8.23721470334949,"N",0.844
"BBB","HE Qual","30-40%",NA,7.91169052070834,"N",0.06
"BBB","HE Qual","70-80%",NA,5.39816270151775,"N",0.92
"BBB","HE Qual","70-80%",NA,6.31173480915291,"N",1.007
"DDD","Lower","70-80%","Pass",7.84306401669205,"N",0.34
"DDD","HE Qual","80-90%","Pass",7.92371033396924,"N",0.9
"FFF","Lower","40-50%","Fail",6.24997524225948,"Y",-0.06
"AAA","HE Qual","80-90%","Pass",5.78996017089725,"N",-0.46
"CCC","HE Qual","80-90%","Fail",7.68017564043659,"N",0.3
"CCC",NA,"90-100%",NA,7.69211333959547,"N",0.791
"DDD","HE Qual","40-50%","Fail",8.37170488466763,"N",-0.13
"CCC","A-Level","60-70%","Pass",6.5206211275587,"N",0.9735
"DDD","A-Level","80-90%","Pass",7.94555542825349,"N",0.798
"FFF","HE Qual","50-60%","Pass",8.53326337159373,"N",0.25
"GGG","Lower","50-60%","Pass",5.73334127689775,"N",0.95
"FFF","HE Qual","80-90%","Pass",7.83399634170946,"N",0.66
"DDD","HE Qual","70-80%",NA,7.40671073017764,"N",0.4945
"BBB","Lower","30-40%",NA,6.19440539110467,"N",0.68
"EEE","Lower","50-60%",NA,8.40267980462748,"N",0.85
"AAA","HE Qual","80-90%","Pass",6.92951677076365,"N",-0.618499999999999
"FFF","HE Qual","80-90%","Pass",7.89580837708318,"N",0.57
"FFF","Lower","70-80%","Pass",8.29429960885724,"N",0.61
"BBB","A-Level","60-70%",NA,6.48157712927643,"N",0.65
"GGG","Lower","80-90%","Pass",7.34858753092759,"N",0.6
"BBB","HE Qual","50-60%",NA,5.94542060860658,"Y",0.627
"DDD","HE Qual","20-30%","Pass",8.00736706798333,"N",-0.19
"FFF","A-Level","80-90%","Pass",7.9391588179568,"N",0.61
"GGG","Lower","0-10%","Pass",7.49331724886215,"N",0.932
"DDD","A-Level","80-90%","Pass",7.02464903045364,"N",0.798
"FFF","HE Qual","90-100%",NA,9.08772065842827,"N",1.12
"DDD","A-Level","60-70%","Pass",7.4759059693674,"N",0.7665
"CCC","HE Qual","80-90%",NA,9.24116051431607,"N",1.15
"AAA","A-Level","20-30%","Pass",7.45760928971561,"N",-0.08
"EEE","A-Level","60-70%","Pass",8.38799525294456,"N",0.42
