"code_mode","high_educ","imd_band","age_band","prev_attempts","finRes","logSum_click","logStudy_credits","LMS_group","reduceReg","disabil","Wscal_score"
"DDD","A-Level","50-60%","0-35",0,"Pass",6.55677835615804,4.11087386417331,"Medium","North Western Region","N",0.39
"DDD","A-Level","30-40%","0-35",0,"Fail",6.60394382460047,4.79579054559674,"Medium","Other","N",-0.81
"BBB","A-Level","60-70%","0-35",0,"Pass",6.54391184556479,4.11087386417331,"Medium","Other","N",0.37
"FFF","HE Qual","60-70%","0-35",0,"Fail",6.87419849545329,4.79579054559674,"High","West Midlands Region","N",-0.04
"GGG","A-Level","70-80%","0-35",0,"Pass",6.94119005506837,3.43398720448515,"High","West Midlands Region","N",0.85
"FFF","Lower","30-40%","0-35",0,"Pass",7.02642680869964,4.51085950651685,"High","Other","N",0.3
"DDD","A-Level","70-80%","0-35",0,NA,6.76849321164863,4.26267987704132,"Medium","South Region","N",1.02
"FFF","Lower","30-40%","0-35",0,"Fail",4.07753744390572,4.79579054559674,"Medium","West Midlands Region","N",-3.25
"FFF","A-Level","20-30%","0-35",0,"Pass",7.93092537248339,4.79579054559674,"High","Other","N",0.36
"DDD","HE Qual","80-90%","0-35",0,"Pass",7.05185562295589,4.11087386417331,"High","Other","N",0.58
"FFF","A-Level","30-40%","0-35",0,"Fail",7.4500795698075,4.79579054559674,"High","South Region","N",-0.23
"CCC","A-Level","60-70%","0-35",0,NA,5.80814248998044,4.79579054559674,"Medium","Other","N",0.62
"CCC","A-Level","30-40%","0-35",0,"Fail",6.3297209055227,4.51085950651685,"Medium","London Region","N",0.51
"FFF","HE Qual","40-50%","0-35",0,NA,8.97891260107428,5.01727983681492,"High","North Region","N",1.02
"FFF","HE Qual","90-100%","0-35",0,NA,8.56636423542269,4.11087386417331,"High","Other","N",0.82
"FFF","A-Level","30-40%","0-35",0,"Pass",9.04758612067476,4.79579054559674,"High","Wales","N",0.17
"DDD","A-Level","40-50%","0-35",0,"Pass",5.73979291217923,4.79579054559674,"Medium","Other","N",0
"BBB","HE Qual","70-80%","0-35",0,"Fail",4.98360662170834,4.79579054559674,"Medium","South East Region","N",-3.16
"CCC","A-Level","60-70%","0-35",0,"Pass",8.5657928612523,4.51085950651685,"High","Other","Y",0.545
"BBB","Lower","20-30%","0-35",0,"Pass",7.82164312623998,4.11087386417331,"High","South East Region","N",0.24
"FFF","Lower","30-40%","0-35",0,"Pass",8.25192471380136,4.11087386417331,"High","North Region","N",0.14
"BBB","A-Level","80-90%","0-35",0,"Pass",7.89766815072691,4.11087386417331,"High","South Region","N",-0.29
"DDD","A-Level","30-40%","0-35",0,"Fail",5.15329159449778,4.11087386417331,"Medium","London Region","N",0.595999999999999
"GGG","Lower","60-70%","0-35",0,"Pass",5.605802066296,3.43398720448515,"Medium","South East Region","Y",-0.52
"CCC","HE Qual","30-40%","0-35",0,"Pass",7.17165682276851,4.11087386417331,"High","Other","Y",-0.15
"FFF","A-Level","70-80%","0-35",0,"Fail",6.71174039505618,5.19849703126583,"Medium","Wales","N",-0.76
"EEE","A-Level","90-100%","0-35",0,"Pass",7.79028238070348,4.11087386417331,"High","Wales","N",1.005
"GGG","Lower","90-100%","0-35",0,NA,6.26720054854136,3.43398720448515,"Medium","South Region","N",0.67
"GGG","A-Level","80-90%","0-35",0,NA,7.05185562295589,3.43398720448515,"High","South East Region","N",0.88
"BBB","HE Qual","20-30%","0-35",0,"Pass",7.01750614294126,4.79579054559674,"High","South East Region","N",-0.929
"BBB","Lower","70-80%","0-35",0,"Pass",6.42486902390539,4.79579054559674,"Medium","South East Region","N",-0.26
"GGG","Lower","40-50%","0-35",0,"Pass",7.11963563801764,3.43398720448515,"High","West Midlands Region","N",0.34
"DDD","Lower","70-80%","0-35",0,"Fail",5.65948221575962,4.11087386417331,"Medium","South West Region","N",-0.92
"BBB","A-Level","0-10%","0-35",0,"Fail",4.67282883446191,4.79579054559674,"Medium","North Western Region","N",-0.74
"FFF","Lower","20-30%","0-35",0,"Pass",7.7445698093545,4.79579054559674,"High","Wales","N",0.32
"BBB","A-Level","30-40%","0-35",0,"Pass",7.21303165983487,4.11087386417331,"High","Other","N",0.08
"DDD","A-Level","90-100%","0-35",0,"Fail",5.81413053182507,4.79579054559674,"Medium","West Midlands Region","N",-0.38
"BBB","HE Qual","50-60%","0-35",0,"Pass",4.59511985013459,4.79579054559674,"Medium","Other","N",0.71
"BBB","Lower","60-70%","0-35",0,"Fail",7.74109909003537,4.11087386417331,"High","South Region","N",-0.46
"EEE","HE Qual","90-100%","0-35",0,"Pass",7.89431806384162,4.11087386417331,"High","South Region","N",1.1
"BBB","A-Level","70-80%","0-35",0,NA,7.28824440102012,4.11087386417331,"High","West Midlands Region","N",0.53
"GGG","Lower","0-10%","0-35",0,"Pass",6.90875477931522,3.43398720448515,"High","South West Region","N",0.62
"DDD","A-Level","90-100%","0-35",0,"Pass",6.81673588059497,4.11087386417331,"Medium","West Midlands Region","N",0.8
"GGG","A-Level","30-40%","0-35",0,"Fail",6.93634273583405,3.43398720448515,"High","Other","N",-0.07
"GGG","Lower","80-90%","0-35",0,"Pass",7.22693601849329,3.43398720448515,"High","South Region","N",0.58
"FFF","Lower","30-40%","0-35",0,"Fail",6.09582456243222,5.01727983681492,"Medium","Other","N",-0.71
"EEE","A-Level","40-50%","0-35",0,"Fail",6.50279004591562,4.11087386417331,"Medium","London Region","N",0.26
"FFF","A-Level","90-100%","0-35",0,"Fail",6.74405918631135,4.79579054559674,"Medium","Other","N",0.7955
"FFF","HE Qual","20-30%","0-35",0,"Fail",7.73587031995257,4.51085950651685,"High","Other","N",-0.88
"BBB","A-Level","30-40%","0-35",0,NA,7.09672137849476,4.11087386417331,"High","West Midlands Region","N",0.21
"GGG","A-Level","30-40%","0-35",0,"Pass",7.39018142822643,3.43398720448515,"High","North Region","N",0.68
"EEE","HE Qual","90-100%","0-35",0,"Pass",6.6631326959908,5.01727983681492,"Medium","Other","N",-0.13
"AAA","HE Qual","90-100%","0-35",0,"Pass",8.00101996132365,4.11087386417331,"High","South Region","N",-0.614
"DDD","A-Level","90-100%","0-35",0,"Pass",7.07580886397839,4.51085950651685,"High","Other","N",-0.8655
"FFF","HE Qual","80-90%","0-35",0,NA,8.79543080504002,4.79579054559674,"High","Other","N",1.07
"BBB","Lower","60-70%","0-35",0,"Pass",6.68085467879022,4.11087386417331,"Medium","South Region","N",-0.8465
"GGG","A-Level","70-80%","0-35",0,NA,6.79234442747081,3.43398720448515,"Medium","West Midlands Region","N",1.0575
"CCC","A-Level","30-40%","0-35",0,NA,8.05927622330565,4.79579054559674,"High","North Region","Y",1.26
"FFF","Lower","20-30%","0-35",0,"Fail",5.51745289646471,4.11087386417331,"Medium","Other","Y",-0.15
"BBB","Lower","90-100%","0-35",0,"Pass",7.03085747611612,4.11087386417331,"High","Other","N",-0.7775
"BBB","HE Qual","70-80%","0-35",0,NA,7.83122021460429,4.11087386417331,"High","Wales","N",0.46
"BBB","Lower","70-80%","0-35",0,"Fail",6.4707995037826,4.51085950651685,"Medium","Wales","N",-1.49
"BBB","HE Qual","80-90%","0-35",0,"Fail",0,4.11087386417331,"Low","Wales","N",-3.25
"BBB","Lower","50-60%","0-35",0,"Fail",6.21660610108486,4.11087386417331,"Medium","Wales","N",-3.25
"BBB","Lower","30-40%","0-35",0,"Pass",5.91620206260743,4.11087386417331,"Medium","Wales","N",0.5
"FFF","Lower","50-60%","0-35",0,"Pass",7.91971976092457,4.51085950651685,"High","Wales","N",0.1
"FFF","A-Level","0-10%","0-35",0,"Fail",6.53524127101366,5.01727983681492,"Medium","South West Region","N",-1.69
"FFF","HE Qual","50-60%","0-35",0,"Pass",8.28601746840476,4.11087386417331,"High","Other","N",0.28
"GGG","Lower","20-30%","0-35",0,"Fail",3.93182563272433,3.43398720448515,"Medium","South Region","N",-0.93
"GGG","Lower","30-40%","0-35",0,"Pass",7.39510754656249,3.43398720448515,"High","Other","N",-0.09
"EEE","A-Level","30-40%","0-35",0,NA,7.60589000105312,4.11087386417331,"High","South Region","N",0.91
"FFF","A-Level","70-80%","0-35",0,"Pass",8.09864284375942,4.79579054559674,"High","Other","N",0.53
"DDD","Lower","40-50%","0-35",0,"Fail",6.07304453410041,4.11087386417331,"Medium","South East Region","N",-1.15
"DDD","A-Level","40-50%","0-35",0,"Fail",5.0998664278242,4.51085950651685,"Medium","North Western Region","N",-0.12
"DDD","Lower","20-30%","0-35",0,"Fail",5.41610040220442,4.79579054559674,"Medium","Other","N",-0.39
"GGG","Lower","30-40%","0-35",0,NA,6.60800062529609,3.43398720448515,"Medium","Other","N",1.05
"CCC","A-Level","40-50%","0-35",0,"Pass",7.07918439460967,4.79579054559674,"High","Other","N",0.64
"EEE","A-Level","30-40%","0-35",0,"Fail",6.45676965557216,4.11087386417331,"Medium","Other","N",0.47
"DDD","Lower","70-80%","0-35",0,"Pass",7.25770767716004,4.11087386417331,"High","Wales","Y",0.498
"FFF","A-Level","60-70%","0-35",0,"Pass",7.53689712956617,4.11087386417331,"High","Other","N",0.58
"FFF","A-Level","40-50%","0-35",0,"Pass",9.17678358844734,4.11087386417331,"High","West Midlands Region","N",0.65
"FFF","Lower","30-40%","0-35",0,"Pass",7.98378106897745,4.51085950651685,"High","West Midlands Region","N",0.03
"GGG","None","0-10%","0-35",0,"Fail",5.96357934361845,3.43398720448515,"Medium","West Midlands Region","N",-0.0890000000000002
"FFF","Lower","30-40%","0-35",0,"Pass",7.48941208350872,4.51085950651685,"High","West Midlands Region","N",0.03
"BBB","HE Qual","0-10%","0-35",0,NA,7.60837447438078,4.11087386417331,"High","Yorkshire Region","N",-0.09
"EEE","Lower","70-80%","0-35",0,"Pass",8.28702502516506,4.51085950651685,"High","Other","N",0.54
"FFF","A-Level","30-40%","0-35",0,"Pass",8.69064216970659,4.11087386417331,"High","West Midlands Region","N",0.8355
"FFF","A-Level","50-60%","0-35",0,"Pass",8.41670965283791,4.51085950651685,"High","South East Region","N",0.72
"GGG","A-Level","40-50%","0-35",0,"Pass",6.71659477352098,3.43398720448515,"Medium","South Region","N",0.1
"BBB","A-Level","30-40%","0-35",0,"Pass",5.15905529921453,4.79579054559674,"Medium","London Region","N",0.02
"CCC","A-Level","30-40%","0-35",0,"Pass",8.26719218593215,4.11087386417331,"High","South East Region","N",0.37
"FFF","Lower","70-80%","0-35",0,"Fail",7.11801620446533,4.51085950651685,"High","Yorkshire Region","N",-0.65
"EEE","A-Level","40-50%","0-35",0,"Pass",6.14203740558736,4.11087386417331,"Medium","Other","N",-0.57
"BBB","Lower","30-40%","0-35",0,"Pass",7.32778053842163,4.11087386417331,"High","Other","Y",-0.45
"CCC","A-Level","80-90%","0-35",0,"Fail",8.03980234373648,5.01727983681492,"High","North Western Region","N",-0.51
"FFF","Lower","20-30%","0-35",0,"Pass",8.12917499691179,4.51085950651685,"High","London Region","N",0.15
"AAA","A-Level","60-70%","0-35",0,"Pass",5.27811465923052,4.79579054559674,"Medium","North Region","N",-0.22
"GGG","A-Level","20-30%","0-35",0,NA,6.58202513889283,3.43398720448515,"Medium","Yorkshire Region","N",0.29
"EEE","A-Level","70-80%","0-35",0,NA,7.42892719480227,4.79579054559674,"High","Other","N",0.8
"FFF","Lower","50-60%","0-35",0,"Pass",7.77064523412918,4.79579054559674,"High","London Region","N",0.36
"EEE","A-Level","80-90%","0-35",0,"Fail",7.16394668434255,4.11087386417331,"High","London Region","N",0.2
"GGG","Lower","0-10%","0-35",0,"Pass",6.8134445995109,3.43398720448515,"Medium","North Western Region","N",0.29
"EEE","HE Qual","80-90%","0-35",0,NA,7.53155238140729,4.11087386417331,"High","South Region","N",0.87
"GGG","Lower","0-10%","0-35",0,"Fail",5.92425579741453,3.43398720448515,"Medium","West Midlands Region","N",0.38
"DDD","HE Qual","30-40%","0-35",0,"Pass",7.5234813125735,4.79579054559674,"High","North Region","N",0.32
"FFF","A-Level","30-40%","0-35",0,"Pass",7.46450983463653,4.51085950651685,"High","South East Region","N",0.15
"BBB","Lower","70-80%","0-35",0,"Pass",5.24702407216049,4.11087386417331,"Medium","Other","N",-0.11
"BBB","Lower","30-40%","0-35",0,NA,7.16472037877186,4.51085950651685,"High","Other","N",0.99
"DDD","A-Level","80-90%","0-35",0,"Pass",7.64587582518481,4.11087386417331,"High","North Western Region","N",0
"FFF","A-Level","40-50%","0-35",0,"Pass",8.09529377684465,4.11087386417331,"High","Other","N",0.42
"EEE","None","30-40%","0-35",0,"Fail",6.58617165485467,4.51085950651685,"Medium","London Region","N",-0.33
"DDD","Lower","30-40%","0-35",0,"Fail",5.69035945432406,4.79579054559674,"Medium","North Western Region","N",-0.81
"DDD","A-Level","0-10%","0-35",0,"Fail",6.63594655568665,4.11087386417331,"Medium","Other","N",-0.43
"BBB","Lower","20-30%","0-35",0,"Pass",7.27724772663148,4.11087386417331,"High","Wales","N",0.16
"FFF","HE Qual","30-40%","0-35",0,"Pass",9.69449342432634,4.11087386417331,"High","Other","N",0.78
"EEE","Lower","50-60%","0-35",0,"Fail",7.27586460054653,4.11087386417331,"High","Other","N",0.43
"FFF","A-Level","70-80%","0-35",0,"Pass",8.10651451625519,5.19849703126583,"High","London Region","N",0.64
"BBB","A-Level","50-60%","0-35",0,"Pass",6.289715570909,4.11087386417331,"Medium","West Midlands Region","N",0.34
"FFF","A-Level","30-40%","0-35",0,NA,8.77539495854551,4.51085950651685,"High","North Western Region","N",1.114
"EEE","A-Level","30-40%","0-35",0,"Pass",7.28000825288419,4.11087386417331,"High","Other","N",0.2
"BBB","A-Level","30-40%","0-35",0,"Fail",4.83628190695148,4.11087386417331,"Medium","Other","N",-0.25
"GGG","HE Qual","90-100%","0-35",0,NA,7.66528471847135,3.43398720448515,"High","Other","N",0.62
"GGG","A-Level","0-10%","0-35",0,"Fail",3.71357206670431,3.43398720448515,"Medium","Other","Y",-3.25
"BBB","Lower","40-50%","0-35",0,"Pass",5.77144112313002,4.11087386417331,"Medium","Other","N",0.23
"FFF","Lower","30-40%","0-35",0,"Pass",8.44203851781548,4.51085950651685,"High","Wales","Y",0.61
"FFF","HE Qual","50-60%","0-35",0,"Pass",8.22174772834662,4.11087386417331,"High","North Western Region","N",-0.02
"BBB","Lower","30-40%","0-35",0,"Fail",4.20469261939097,4.11087386417331,"Medium","North Western Region","N",-1.35
"CCC","Lower","30-40%","0-35",0,"Pass",8.43010908450912,5.01727983681492,"High","South West Region","Y",-0.3
"DDD","Lower","90-100%","0-35",0,"Pass",6.03787091992214,4.79579054559674,"Medium","South Region","N",0.81
"FFF","Lower","30-40%","0-35",0,"Pass",7.79729127354747,4.51085950651685,"High","West Midlands Region","N",0.15
"FFF","A-Level","20-30%","0-35",0,"Pass",7.79729127354747,4.11087386417331,"High","North Western Region","Y",0.645
"FFF","Lower","80-90%","0-35",0,"Pass",7.45529848568329,4.51085950651685,"High","West Midlands Region","N",0.41
"FFF","HE Qual","50-60%","0-35",0,"Pass",8.27333659850449,4.11087386417331,"High","South Region","N",0.69
"DDD","A-Level","90-100%","0-35",0,NA,7.93092537248339,4.11087386417331,"High","Other","N",1.04
"DDD","A-Level","30-40%","0-35",0,"Pass",8.25244609024695,4.11087386417331,"High","South Region","N",0.51
"DDD","A-Level","30-40%","0-35",0,"Pass",7.02108396428914,4.11087386417331,"High","Other","N",0.47
"GGG","A-Level","50-60%","0-35",0,"Pass",5.49306144334055,3.43398720448515,"Medium","Other","N",0.75
"FFF","Lower","30-40%","0-35",0,"Fail",5.11799381241676,4.11087386417331,"Medium","North Western Region","N",-3.25
"FFF","A-Level","60-70%","0-35",0,"Fail",5.89715386763674,4.51085950651685,"Medium","North Western Region","N",-0.02
"GGG","A-Level","50-60%","0-35",0,"Pass",6.37331978957701,3.43398720448515,"Medium","South Region","Y",-0.575
"EEE","Lower","70-80%","0-35",0,"Pass",7.39939808333135,4.11087386417331,"High","South Region","N",1.03
"FFF","Lower","70-80%","0-35",0,NA,8.155649270366,4.11087386417331,"High","Other","N",1
"EEE","Lower","30-40%","0-35",0,"Fail",5.73334127689775,4.11087386417331,"Medium","South East Region","N",0.28
"EEE","HE Qual","20-30%","0-35",0,NA,8.38913252134872,4.11087386417331,"High","Other","N",1.09
"DDD","Lower","0-10%","0-35",0,"Pass",7.24850407237061,4.79579054559674,"High","Other","N",-0.52
"FFF","A-Level","20-30%","0-35",0,"Pass",8.27308133366583,4.11087386417331,"High","West Midlands Region","N",0.4
"FFF","Lower","50-60%","0-35",0,NA,8.74973246437081,4.11087386417331,"High","South East Region","N",0.87
"DDD","A-Level","20-30%","0-35",0,"Pass",8.76233304060234,4.51085950651685,"High","London Region","N",0
"BBB","A-Level","30-40%","0-35",0,"Fail",6.68085467879022,4.11087386417331,"Medium","North Western Region","N",-0.8
"FFF","A-Level","70-80%","0-35",0,"Pass",7.39694860262101,4.79579054559674,"High","North Region","N",0.27
"FFF","A-Level","90-100%","0-35",0,NA,8.06652149046999,4.11087386417331,"High","North Western Region","N",0.54
"FFF","Lower","60-70%","0-35",0,"Fail",6.54678541076052,4.11087386417331,"Medium","South East Region","N",0.08
"GGG","Lower","40-50%","0-35",0,"Pass",6.40357419793482,3.43398720448515,"Medium","Other","N",-0.12
"GGG","Lower","20-30%","0-35",0,"Fail",4.969813299576,3.43398720448515,"Medium","South Region","N",-1.07
"FFF","Lower","90-100%","0-35",0,"Pass",7.4713630881871,4.11087386417331,"High","Other","N",0.68
"FFF","Lower","0-10%","0-35",0,"Fail",6.33505425149806,4.11087386417331,"Medium","North Western Region","N",-0.5
"GGG","Lower","20-30%","0-35",0,"Fail",4.76217393479776,3.43398720448515,"Medium","London Region","N",-0.47
"FFF","Lower","40-50%","0-35",0,"Pass",7.42177579364465,4.51085950651685,"High","South East Region","N",0.45
"EEE","Lower","70-80%","0-35",0,NA,7.20489251020467,4.11087386417331,"High","South Region","N",1.16
"EEE","Lower","60-70%","0-35",0,NA,7.70526247486633,4.79579054559674,"High","Other","N",0.77
"DDD","Lower","50-60%","0-35",0,"Fail",5.82304589548302,4.11087386417331,"Medium","North Western Region","N",-0.48
"BBB","A-Level","30-40%","0-35",0,"Pass",6.73696695800186,4.11087386417331,"Medium","Wales","N",0.12
"EEE","A-Level","90-100%","0-35",0,"Fail",4.31748811353631,4.11087386417331,"Medium","South West Region","N",-3.25
"CCC","Lower","30-40%","0-35",0,"Pass",6.95463886488099,3.43398720448515,"High","North Region","N",0.45
"DDD","Lower","90-100%","0-35",0,NA,7.10824413973154,4.11087386417331,"High","South East Region","Y",0.9415
"GGG","Lower","40-50%","0-35",0,"Fail",3.36729582998647,3.43398720448515,"Low","South West Region","N",-3.25
"CCC","A-Level","50-60%","0-35",0,"Fail",7.43955930913332,4.79579054559674,"High","West Midlands Region","N",-0.33
"BBB","A-Level","30-40%","0-35",0,"Pass",6.83947643822884,4.11087386417331,"Medium","Other","N",-0.06
"FFF","Lower","40-50%","0-35",0,NA,8.19229373114764,4.11087386417331,"High","South Region","N",0.79
"EEE","Lower","20-30%","0-35",0,"Fail",5.62762111369064,4.11087386417331,"Medium","London Region","Y",-0.405
"DDD","A-Level","30-40%","0-35",0,"Pass",6.3456363608286,4.11087386417331,"Medium","Other","N",0.52
"EEE","Lower","30-40%","0-35",0,"Pass",7.3031700512368,3.43398720448515,"High","South West Region","N",0.79
"FFF","A-Level","30-40%","0-35",0,"Pass",8.81165224814704,4.11087386417331,"High","Wales","N",0.8
"FFF","A-Level","70-80%","0-35",0,"Pass",7.57044325205737,4.11087386417331,"High","South East Region","N",0.11
"FFF","A-Level","30-40%","0-35",0,NA,7.79770203551669,4.11087386417331,"High","West Midlands Region","N",0.92
"EEE","A-Level","20-30%","0-35",0,"Fail",5.87493073085203,4.51085950651685,"Medium","South West Region","N",-0.62
"BBB","Lower","70-80%","0-35",0,"Pass",6.81014245011514,4.11087386417331,"Medium","South East Region","N",-0.6
"BBB","Lower","0-10%","0-35",0,"Fail",5.40717177146012,4.11087386417331,"Medium","Wales","N",0.759
"BBB","A-Level","60-70%","0-35",0,"Pass",7.47079377419506,4.11087386417331,"High","South East Region","N",-0.12
"BBB","HE Qual","20-30%","0-35",0,"Pass",7.29165620917446,4.11087386417331,"High","Other","N",-0.24
"DDD","Lower","50-60%","0-35",0,"Pass",6.10255859461357,4.11087386417331,"Medium","London Region","N",-0.63
"GGG","Lower","60-70%","0-35",0,"Pass",6.70196036600254,3.43398720448515,"Medium","Yorkshire Region","N",0.47
"GGG","A-Level","0-10%","0-35",0,"Fail",5.35185813347607,3.43398720448515,"Medium","North Western Region","N",0.04
"BBB","Lower","0-10%","0-35",0,"Pass",5.73657229747919,4.11087386417331,"Medium","Wales","N",-0.32
"BBB","Lower","50-60%","0-35",0,"Fail",6.43454651878745,4.11087386417331,"Medium","North Western Region","N",0.53
"CCC","Lower","30-40%","0-35",0,NA,7.53047999524554,3.43398720448515,"High","Wales","N",0.85
"DDD","HE Qual","20-30%","0-35",0,"Pass",8.10621290261996,4.11087386417331,"High","Other","N",0.11
"EEE","A-Level","60-70%","0-35",0,NA,8.50956416425175,4.11087386417331,"High","Wales","N",0.96
"FFF","Lower","70-80%","0-35",0,"Pass",7.8991534833431,4.11087386417331,"High","North Western Region","N",0.73
"BBB","A-Level","70-80%","0-35",0,NA,7.14519613499717,4.11087386417331,"High","South West Region","N",0.227
"BBB","Lower","30-40%","0-35",0,"Pass",7.17242457712485,4.79579054559674,"High","South West Region","N",-0.9
"DDD","A-Level","30-40%","0-35",0,NA,7.84227877911735,4.11087386417331,"High","South East Region","N",0.93
"FFF","Lower","30-40%","0-35",0,"Pass",7.94873845481361,4.79579054559674,"High","South Region","N",0.65
"FFF","Lower","80-90%","0-35",0,"Pass",8.07620452723903,4.51085950651685,"High","South Region","N",-0.1475
"DDD","A-Level","90-100%","0-35",0,NA,9.23892782882809,4.11087386417331,"High","South Region","N",1.09
"FFF","Lower","60-70%","0-35",0,"Pass",8.1961611392829,4.11087386417331,"High","Wales","N",0.38
"FFF","A-Level","40-50%","0-35",0,"Pass",7.99429498641598,4.11087386417331,"High","London Region","N",0.91
"DDD","A-Level","30-40%","0-35",0,NA,7.32184971378836,4.51085950651685,"High","South East Region","N",1.08
"GGG","A-Level","90-100%","0-35",0,"Pass",6.86380339145295,3.71357206670431,"High","South Region","Y",0.16
"FFF","Lower","30-40%","0-35",0,"Fail",3.13549421592915,4.11087386417331,"Low","North Region","N",-3.25
"BBB","A-Level","30-40%","0-35",0,"Pass",7.20340552108309,4.11087386417331,"High","West Midlands Region","N",-0.12
"FFF","A-Level","40-50%","0-35",0,"Pass",8.2728260036504,4.11087386417331,"High","London Region","N",0.48
"GGG","Lower","30-40%","0-35",0,"Pass",6.17170059741091,3.43398720448515,"Medium","Other","N",0.87
"GGG","Lower","0-10%","0-35",0,"Fail",1.79175946922805,3.43398720448515,"Low","London Region","N",-3.25
"CCC","Lower","70-80%","0-35",0,"Pass",9.02557583353109,4.11087386417331,"High","Other","N",0.77
"BBB","A-Level","70-80%","0-35",0,"Pass",7.9402277651457,4.11087386417331,"High","South Region","N",0.63
"BBB","Lower","40-50%","0-35",0,"Pass",6.81234509417748,4.51085950651685,"Medium","West Midlands Region","N",-0.5025
"DDD","A-Level","30-40%","0-35",0,"Fail",5.78996017089725,4.79579054559674,"Medium","Other","Y",-0.161000000000002
"EEE","A-Level","60-70%","0-35",0,"Fail",2.63905732961526,4.51085950651685,"Low","London Region","N",-3.25
"BBB","HE Qual","70-80%","0-35",0,"Fail",4.69134788222914,4.11087386417331,"Medium","Other","N",-3.25
"EEE","A-Level","20-30%","0-35",0,NA,8.31630024903685,4.11087386417331,"High","South West Region","N",1.11
"GGG","Lower","40-50%","0-35",0,"Pass",6.68461172766793,3.43398720448515,"Medium","Other","N",-0.598
"BBB","Lower","30-40%","0-35",0,"Pass",7.3304052118444,4.11087386417331,"High","Other","N",-0.02
"FFF","Lower","80-90%","0-35",0,"Fail",6.27476202124194,4.11087386417331,"Medium","Other","N",0.71
"FFF","A-Level","90-100%","0-35",0,NA,8.71423914360857,4.11087386417331,"High","West Midlands Region","N",1.119
"FFF","HE Qual","0-10%","0-35",0,NA,8.3133619511344,4.51085950651685,"High","London Region","N",0.9315
"CCC","A-Level","90-100%","0-35",0,"Pass",6.48004456192665,4.79579054559674,"Medium","Other","N",0.15
"GGG","Lower","30-40%","0-35",0,"Fail",6.289715570909,3.43398720448515,"Medium","North Western Region","N",0.41
"BBB","A-Level","80-90%","0-35",0,"Pass",7.81318726752142,4.79579054559674,"High","South East Region","N",-0.701
"CCC","A-Level","30-40%","0-35",0,"Pass",7.94803199063728,4.51085950651685,"High","Yorkshire Region","N",0.08
"EEE","Lower","0-10%","0-35",0,"Fail",7.38461038317697,5.01727983681492,"High","West Midlands Region","N",-0.74
"FFF","Lower","40-50%","0-35",0,"Fail",7.77653502818524,4.79579054559674,"High","West Midlands Region","Y",0.08
"FFF","Lower","80-90%","0-35",0,"Pass",9.00822418785405,4.79579054559674,"High","South Region","Y",-0.426
"CCC","A-Level","50-60%","0-35",0,NA,6.88959130835447,4.11087386417331,"High","Wales","N",1
"GGG","Lower","20-30%","0-35",0,"Pass",6.06145691892802,3.43398720448515,"Medium","North Region","N",0.65
"FFF","Lower","20-30%","0-35",0,"Pass",8.88861880730088,4.51085950651685,"High","Other","N",0.66
"GGG","Lower","20-30%","0-35",0,"Fail",6.44094654063292,3.43398720448515,"Medium","London Region","Y",-0.21
"GGG","A-Level","30-40%","0-35",0,"Pass",6.91572344863131,3.43398720448515,"High","Yorkshire Region","N",0.57
"GGG","Lower","20-30%","0-35",0,NA,7.06731984865348,3.43398720448515,"High","Other","N",0.38
"CCC","A-Level","30-40%","0-35",0,"Pass",7.53955882930103,4.11087386417331,"High","London Region","N",-0.69
"GGG","Lower","50-60%","0-35",0,"Pass",7.09589322109753,3.43398720448515,"High","North Western Region","N",0.6
"FFF","A-Level","60-70%","0-35",0,"Pass",7.30182234213793,4.79579054559674,"High","North Western Region","N",-0.22
"GGG","Lower","30-40%","0-35",0,"Pass",5.99396142730657,3.43398720448515,"Medium","London Region","N",0.52
"GGG","Lower","40-50%","0-35",0,"Pass",6.56807791141198,3.43398720448515,"Medium","Other","N",0.71
"GGG","Lower","40-50%","0-35",0,"Pass",6.19847871649231,3.43398720448515,"Medium","Other","N",0.6
"BBB","Lower","30-40%","0-35",0,"Fail",3.04452243772342,4.11087386417331,"Low","London Region","N",-3.25
"GGG","Lower","60-70%","0-35",0,"Pass",6.19031540585315,3.43398720448515,"Medium","Other","N",0.79
"DDD","A-Level","80-90%","0-35",0,"Pass",7.16472037877186,4.79579054559674,"High","Other","Y",0.61
"DDD","Lower","0-10%","0-35",0,"Pass",6.20657592672493,4.11087386417331,"Medium","Other","N",0.3
"FFF","A-Level","70-80%","0-35",0,"Pass",7.82124208352356,4.51085950651685,"High","North Western Region","N",-0.16
"EEE","A-Level","60-70%","0-35",0,"Pass",7.48211892355212,4.11087386417331,"High","Yorkshire Region","N",1.08
"EEE","HE Qual","50-60%","0-35",0,NA,8.6652683094816,4.11087386417331,"High","South Region","N",1.12
"DDD","A-Level","80-90%","0-35",0,"Pass",8.2380082492184,4.11087386417331,"High","Other","N",0.29
"EEE","A-Level","0-10%","0-35",0,"Pass",6.85646198459459,4.79579054559674,"High","North Western Region","N",-0.11
"BBB","HE Qual","20-30%","0-35",0,"Pass",8.02551638648901,4.79579054559674,"High","London Region","N",-0.92
"DDD","HE Qual","70-80%","0-35",0,"Fail",6.88243747099785,4.79579054559674,"High","Other","N",-0.68
"FFF","HE Qual","50-60%","0-35",0,NA,8.26487826280175,4.11087386417331,"High","Other","N",0.584
"GGG","A-Level","0-10%","0-35",0,"Pass",6.14203740558736,3.43398720448515,"Medium","South West Region","N",-0.5
