"id_stud","code_mode.x","code_pres.x","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result","code_mode.y","code_pres.y","date_reg","date_unregistration","sum_click"
678929,"EEE","2014J","M","Ireland","Lower Than A Level","80-90%","0-35",0,90,"N","Distinction","EEE","2014J","-85","?",2947
678941,"DDD","2014J","M","South West Region","HE Qualification","80-90%","35-55",0,120,"N","Distinction","DDD","2014J","-31","?",660
678946,"FFF","2014J","M","London Region","HE Qualification","20-30%","0-35",0,60,"N","Pass","FFF","2014J","-25","?",4221
678954,"FFF","2014J","M","East Anglian Region","HE Qualification","60-70%","0-35",0,90,"N","Distinction","FFF","2014J","-52","?",5746
678955,"BBB","2014J","M","East Anglian Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Fail","BBB","2014J","-86","?",911
678970,"EEE","2014J","F","Scotland","A Level or Equivalent","50-60%","0-35",0,30,"N","Pass","EEE","2014J","-91","?",961
678995,"BBB","2014J","F","Yorkshire Region","A Level or Equivalent","30-40%","35-55",0,60,"N","Pass","BBB","2014J","-98","?",3192
679019,"FFF","2014J","M","Wales","Lower Than A Level","70-80%","0-35",0,120,"N","Fail","FFF","2014J","-23","?",1023
679036,"FFF","2014J","F","London Region","HE Qualification","90-100%","35-55",0,60,"N","Distinction","FFF","2014J","-60","?",13701
679039,"CCC","2014J","F","South East Region","A Level or Equivalent","20-30%","0-35",0,90,"N","Pass","CCC","2014J","-73","?",633
679059,"BBB","2014J","F","South West Region","A Level or Equivalent","60-70%","35-55",0,60,"N","Pass","BBB","2014J","-95","?",1998
679111,"FFF","2014J","M","Scotland","HE Qualification","40-50%","35-55",0,60,"N","Fail","FFF","2014J","-16","?",1483
679114,"EEE","2014J","F","West Midlands Region","A Level or Equivalent","40-50%","0-35",0,120,"N","Pass","EEE","2014J","-44","?",1779
679114,"EEE","2014J","F","West Midlands Region","A Level or Equivalent","40-50%","0-35",0,120,"N","Pass","CCC","2014J","-44","-2",1779
679127,"GGG","2014J","M","London Region","Lower Than A Level","0-10%","35-55",0,30,"N","Distinction","GGG","2014J","-41","?",1024
679128,"CCC","2014J","F","Yorkshire Region","A Level or Equivalent","50-60%","0-35",0,90,"N","Distinction","CCC","2014J","-29","?",1934
679174,"BBB","2014J","M","South West Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Pass","BBB","2014J","-53","?",1361
679179,"CCC","2014J","M","Scotland","HE Qualification","20-30%","0-35",0,90,"N","Fail","CCC","2014J","-52","?",360
679179,"CCC","2014J","M","Scotland","HE Qualification","20-30%","0-35",0,90,"N","Fail","DDD","2014J","-59","?",360
679179,"DDD","2014J","M","Scotland","HE Qualification","20-30%","0-35",0,90,"N","Fail","DDD","2014J","-59","?",360
679179,"DDD","2014J","M","Scotland","HE Qualification","20-30%","0-35",0,90,"N","Fail","CCC","2014J","-52","?",360
679189,"FFF","2014J","M","South East Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Pass","FFF","2014J","-38","?",5704
679207,"EEE","2014J","M","North Western Region","Lower Than A Level","30-40%","35-55",0,90,"N","Pass","EEE","2014J","-60","?",2187
679207,"EEE","2014J","M","North Western Region","Lower Than A Level","30-40%","35-55",0,90,"N","Pass","CCC","2014J","-60","-4",2187
679218,"BBB","2014J","M","South East Region","Lower Than A Level","80-90%","0-35",0,60,"N","Pass","BBB","2014J","-78","?",286
679227,"FFF","2014J","M","Wales","HE Qualification","80-90%","35-55",0,60,"N","Pass","FFF","2014J","-32","?",3494
679232,"BBB","2014J","F","North Region","Lower Than A Level","20-Oct","0-35",0,60,"N","Pass","BBB","2014J","-66","?",1428
679237,"FFF","2014J","M","London Region","A Level or Equivalent","80-90%","0-35",0,120,"N","Fail","FFF","2014J","-17","?",4871
679251,"FFF","2014J","M","Wales","Lower Than A Level","50-60%","0-35",0,120,"Y","Fail","FFF","2014J","-67","?",1489
679258,"GGG","2014J","F","North Western Region","Lower Than A Level","20-30%","35-55",0,30,"Y","Fail","GGG","2014J","-9","?",NA
679262,"FFF","2014J","M","South Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Pass","FFF","2014J","-37","?",1189
679278,"FFF","2014J","M","Yorkshire Region","A Level or Equivalent","40-50%","0-35",0,60,"Y","Pass","FFF","2014J","-70","?",2495
679327,"GGG","2014J","F","South Region","Lower Than A Level","20-30%","0-35",0,30,"N","Distinction","GGG","2014J","-44","?",1030
679332,"GGG","2014J","F","Scotland","A Level or Equivalent","0-10%","0-35",0,30,"N","Fail","GGG","2014J","-10","?",11
679342,"FFF","2014J","M","North Western Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Fail","FFF","2014J","-71","?",1678
679363,"CCC","2014J","M","Scotland","Lower Than A Level","40-50%","35-55",0,60,"N","Fail","CCC","2014J","-57","?",267
679384,"FFF","2014J","M","North Western Region","HE Qualification","0-10%","35-55",0,60,"N","Pass","FFF","2014J","-32","?",5394
679386,"FFF","2014J","M","South West Region","Lower Than A Level","70-80%","0-35",0,120,"N","Pass","FFF","2014J","-23","?",2471
679386,"FFF","2014J","M","South West Region","Lower Than A Level","70-80%","0-35",0,120,"N","Pass","CCC","2014J","-23","?",2471
679386,"CCC","2014J","M","South West Region","Lower Than A Level","70-80%","0-35",0,120,"N","Pass","FFF","2014J","-23","?",2471
679386,"CCC","2014J","M","South West Region","Lower Than A Level","70-80%","0-35",0,120,"N","Pass","CCC","2014J","-23","?",2471
679395,"DDD","2014J","F","Ireland","Lower Than A Level","20-Oct","0-35",0,60,"Y","Fail","DDD","2014J","-64","?",897
679402,"FFF","2014J","M","East Anglian Region","Lower Than A Level","70-80%","35-55",0,120,"N","Distinction","FFF","2014J","-87","?",2274
679409,"GGG","2014J","F","East Midlands Region","A Level or Equivalent","0-10%","0-35",0,30,"N","Pass","GGG","2014J","-84","?",158
679431,"CCC","2014J","M","London Region","A Level or Equivalent","20-Oct","0-35",0,150,"N","Distinction","EEE","2014J","-66","-5",3101
679431,"CCC","2014J","M","London Region","A Level or Equivalent","20-Oct","0-35",0,150,"N","Distinction","CCC","2014J","-66","?",3101
679439,"BBB","2014J","F","South East Region","Lower Than A Level","20-Oct","0-35",0,60,"N","Fail","BBB","2014J","-84","?",381
679445,"FFF","2014J","M","South East Region","HE Qualification","90-100%","0-35",0,60,"N","Pass","FFF","2014J","-71","?",2932
679448,"FFF","2014J","F","East Anglian Region","Lower Than A Level","50-60%","35-55",0,90,"N","Pass","FFF","2014J","-79","?",7231
679451,"CCC","2014J","F","Yorkshire Region","Lower Than A Level","20-Oct","0-35",0,60,"N","Distinction","CCC","2014J","-71","?",2737
679454,"DDD","2014J","M","London Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Pass","DDD","2014J","-72","?",804
679457,"BBB","2014J","F","Ireland","Lower Than A Level","80-90%","35-55",0,60,"N","Fail","BBB","2014J","-63","?",305
679498,"FFF","2014J","M","South East Region","A Level or Equivalent","20-Oct","0-35",0,120,"N","Pass","FFF","2014J","-79","?",2418
679509,"FFF","2014J","M","South East Region","HE Qualification","90-100%","0-35",0,60,"N","Pass","FFF","2014J","-16","?",2313
679525,"DDD","2014J","M","London Region","A Level or Equivalent","60-70%","0-35",0,90,"N","Pass","DDD","2014J","-32","?",3964
679539,"CCC","2014J","F","West Midlands Region","Lower Than A Level","20-Oct","0-35",0,60,"N","Fail","EEE","2014J","-87","39",59
679539,"CCC","2014J","F","West Midlands Region","Lower Than A Level","20-Oct","0-35",0,60,"N","Fail","CCC","2014J","-87","?",59
679541,"EEE","2014J","M","Scotland","HE Qualification","90-100%","0-35",0,60,"N","Pass","EEE","2014J","-60","?",622
679559,"BBB","2014J","F","East Anglian Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass","BBB","2014J","-93","?",500
679569,"CCC","2014J","M","Scotland","HE Qualification","?","0-35",0,60,"N","Fail","EEE","2014J","-81","?",1229
679569,"CCC","2014J","M","Scotland","HE Qualification","?","0-35",0,60,"N","Fail","CCC","2014J","-81","?",1229
679569,"EEE","2014J","M","Scotland","HE Qualification","?","0-35",0,60,"N","Distinction","CCC","2014J","-81","?",1229
679569,"EEE","2014J","M","Scotland","HE Qualification","?","0-35",0,60,"N","Distinction","EEE","2014J","-81","?",1229
679582,"DDD","2014J","M","South Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Fail","DDD","2014J","-30","?",174
679594,"FFF","2014J","M","London Region","A Level or Equivalent","20-Oct","0-35",0,60,"N","Distinction","FFF","2014J","-81","?",7264
679631,"EEE","2014J","M","North Region","Lower Than A Level","40-50%","0-35",0,60,"N","Pass","EEE","2014J","-71","?",2797
679663,"CCC","2014J","M","Scotland","A Level or Equivalent","80-90%","0-35",0,30,"N","Pass","CCC","2014J","-86","?",214
679716,"BBB","2014J","F","North Western Region","Lower Than A Level","0-10%","0-35",0,60,"N","Pass","BBB","2014J","-86","?",479
679733,"CCC","2014J","M","Wales","Lower Than A Level","20-Oct","0-35",0,150,"N","Distinction","CCC","2014J","-57","?",4290
679750,"CCC","2014J","M","South Region","Lower Than A Level","30-40%","0-35",0,30,"N","Pass","CCC","2014J","-56","?",7882
679769,"GGG","2014J","F","London Region","Lower Than A Level","20-30%","0-35",0,60,"N","Pass","GGG","2014J","-79","?",546
679777,"DDD","2014J","M","West Midlands Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Pass","DDD","2014J","-37","?",4960
679788,"FFF","2014J","M","South Region","HE Qualification","30-40%","0-35",0,120,"N","Pass","FFF","2014J","-59","?",1842
679790,"FFF","2014J","F","London Region","HE Qualification","70-80%","0-35",0,120,"N","Pass","FFF","2014J","-46","?",2483
679798,"BBB","2014J","M","London Region","Lower Than A Level","20-Oct","35-55",0,120,"N","Pass","BBB","2014J","-32","?",1168
679801,"EEE","2014J","M","East Anglian Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Pass","EEE","2014J","-52","?",2473
679828,"BBB","2014J","F","Wales","A Level or Equivalent","0-10%","35-55",0,120,"N","Distinction","BBB","2014J","-45","?",426
679840,"GGG","2014J","F","London Region","Lower Than A Level","0-10%","0-35",0,30,"N","Pass","GGG","2014J","-57","?",435
679854,"DDD","2014J","F","North Region","HE Qualification","?","0-35",0,90,"N","Distinction","DDD","2014J","-86","?",4291
679886,"CCC","2014J","M","London Region","HE Qualification","30-40%","35-55",0,60,"N","Distinction","CCC","2014J","-71","?",2482
679897,"DDD","2014J","F","London Region","Lower Than A Level","50-60%","0-35",0,120,"N","Pass","DDD","2014J","-86","?",563
679918,"BBB","2014J","F","South West Region","Lower Than A Level","30-40%","35-55",0,60,"N","Pass","BBB","2014J","-92","?",508
679921,"GGG","2014J","F","Wales","A Level or Equivalent","90-100%","0-35",0,30,"N","Pass","GGG","2014J","-64","?",745
679939,"CCC","2014J","M","East Anglian Region","A Level or Equivalent","90-100%","0-35",0,120,"N","Pass","FFF","2014J","-37","?",2351
679939,"FFF","2014J","M","East Anglian Region","A Level or Equivalent","90-100%","0-35",0,120,"N","Pass","CCC","2014J","-37","?",2351
679939,"CCC","2014J","M","East Anglian Region","A Level or Equivalent","90-100%","0-35",0,120,"N","Pass","CCC","2014J","-37","?",2351
679939,"FFF","2014J","M","East Anglian Region","A Level or Equivalent","90-100%","0-35",0,120,"N","Pass","FFF","2014J","-37","?",2351
679949,"FFF","2014J","F","South Region","A Level or Equivalent","60-70%","35-55",0,60,"N","Fail","FFF","2014J","-58","?",NA
679959,"CCC","2014J","M","Ireland","HE Qualification","?","0-35",0,120,"N","Pass","CCC","2014J","-22","?",666
679967,"BBB","2014J","F","Ireland","A Level or Equivalent","90-100%","0-35",0,60,"N","Pass","BBB","2014J","-25","?",1294
679971,"BBB","2014J","F","North Western Region","Lower Than A Level","0-10%","0-35",0,60,"N","Fail","BBB","2014J","-52","?",186
680002,"CCC","2014J","F","Scotland","A Level or Equivalent","20-30%","0-35",0,120,"Y","Distinction","CCC","2014J","-60","?",1202
680009,"BBB","2014J","F","Yorkshire Region","Lower Than A Level","20-30%","0-35",0,60,"N","Pass","BBB","2014J","-36","?",854
680014,"FFF","2014J","M","South West Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Distinction","FFF","2014J","-84","?",2637
680017,"DDD","2014J","M","South Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Pass","DDD","2014J","-71","?",1140
680025,"DDD","2014J","F","South Region","Lower Than A Level","90-100%","0-35",0,60,"N","Pass","DDD","2014J","-36","?",671
680027,"CCC","2014J","M","London Region","A Level or Equivalent","30-40%","35-55",0,120,"Y","Distinction","FFF","2014J","-23","?",16153
680027,"CCC","2014J","M","London Region","A Level or Equivalent","30-40%","35-55",0,120,"Y","Distinction","CCC","2014J","-23","?",16153
680027,"FFF","2014J","M","London Region","A Level or Equivalent","30-40%","35-55",0,120,"Y","Distinction","CCC","2014J","-23","?",16153
680027,"FFF","2014J","M","London Region","A Level or Equivalent","30-40%","35-55",0,120,"Y","Distinction","FFF","2014J","-23","?",16153
680063,"GGG","2014J","F","East Anglian Region","A Level or Equivalent","30-40%","0-35",0,30,"N","Pass","GGG","2014J","-57","?",409
680080,"FFF","2014J","M","North Region","A Level or Equivalent","20-Oct","0-35",0,90,"N","Pass","FFF","2014J","-85","?",5096
680087,"DDD","2014J","M","East Anglian Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Pass","DDD","2014J","-29","?",756
680133,"EEE","2014J","F","Scotland","HE Qualification","90-100%","0-35",0,60,"N","Distinction","CCC","2014J","-57","?",2519
680133,"CCC","2014J","F","Scotland","HE Qualification","90-100%","0-35",0,60,"N","Distinction","CCC","2014J","-57","?",2519
680133,"EEE","2014J","F","Scotland","HE Qualification","90-100%","0-35",0,60,"N","Distinction","EEE","2014J","-57","?",2519
680133,"CCC","2014J","F","Scotland","HE Qualification","90-100%","0-35",0,60,"N","Distinction","EEE","2014J","-57","?",2519
680145,"FFF","2014J","M","North Western Region","Lower Than A Level","30-40%","0-35",0,90,"Y","Pass","CCC","2014J","-79","157",2463
680145,"FFF","2014J","M","North Western Region","Lower Than A Level","30-40%","0-35",0,90,"Y","Pass","FFF","2014J","-79","?",2463
680146,"BBB","2014J","F","Wales","A Level or Equivalent","50-60%","0-35",0,60,"N","Pass","BBB","2014J","-38","?",1916
680162,"BBB","2014J","F","South Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Pass","BBB","2014J","-31","?",886
680174,"BBB","2014J","F","East Anglian Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Fail","BBB","2014J","-21","?",1046
680176,"GGG","2014J","F","Ireland","A Level or Equivalent","40-50%","0-35",0,30,"N","Pass","GGG","2014J","-17","?",217
680187,"CCC","2014J","F","Ireland","HE Qualification","90-100%","0-35",0,60,"N","Pass","CCC","2014J","-24","?",1585
680212,"FFF","2014J","M","East Midlands Region","A Level or Equivalent","30-40%","0-35",0,90,"N","Fail","FFF","2014J","-25","?",864
680219,"BBB","2014J","F","Yorkshire Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Pass","BBB","2014J","-72","?",1353
680255,"FFF","2014J","M","Yorkshire Region","A Level or Equivalent","50-60%","0-35",0,90,"N","Fail","FFF","2014J","-73","?",100
680261,"GGG","2014J","F","South West Region","Lower Than A Level","30-40%","0-35",0,30,"N","Fail","GGG","2014J","-53","?",338
680266,"FFF","2014J","F","Yorkshire Region","HE Qualification","20-Oct","35-55",0,60,"N","Distinction","FFF","2014J","-72","?",4993
680267,"EEE","2014J","M","Scotland","A Level or Equivalent","30-40%","35-55",0,60,"N","Pass","CCC","2014J","-10","?",1398
680267,"CCC","2014J","M","Scotland","A Level or Equivalent","30-40%","35-55",0,60,"N","Pass","EEE","2014J","-10","?",1398
680267,"EEE","2014J","M","Scotland","A Level or Equivalent","30-40%","35-55",0,60,"N","Pass","EEE","2014J","-10","?",1398
680267,"CCC","2014J","M","Scotland","A Level or Equivalent","30-40%","35-55",0,60,"N","Pass","CCC","2014J","-10","?",1398
680270,"FFF","2014J","M","Ireland","Lower Than A Level","60-70%","0-35",0,60,"N","Fail","FFF","2014J","5","?",2578
680290,"BBB","2014J","M","Wales","HE Qualification","60-70%","35-55",0,60,"N","Pass","BBB","2014J","-22","?",1503
680322,"FFF","2014J","M","Wales","A Level or Equivalent","80-90%","0-35",0,150,"Y","Pass","FFF","2014J","-43","?",3716
680331,"DDD","2014J","M","East Anglian Region","A Level or Equivalent","90-100%","0-35",0,120,"Y","Fail","DDD","2014J","-79","?",131
680340,"GGG","2014J","F","South Region","Lower Than A Level","20-30%","0-35",0,30,"N","Fail","GGG","2014J","-5","?",58
680343,"FFF","2014J","M","South Region","A Level or Equivalent","70-80%","35-55",0,60,"N","Distinction","FFF","2014J","-21","?",5034
680345,"GGG","2014J","F","Wales","A Level or Equivalent","0-10%","35-55",0,30,"N","Fail","GGG","2014J","-2","?",5
680348,"FFF","2014J","M","Scotland","HE Qualification","80-90%","0-35",0,120,"N","Pass","FFF","2014J","-73","?",3675
680354,"GGG","2014J","F","North Western Region","Lower Than A Level","0-10%","0-35",0,30,"N","Fail","GGG","2014J","2","?",217
680414,"DDD","2014J","M","East Midlands Region","A Level or Equivalent","20-Oct","0-35",0,80,"N","Fail","DDD","2014J","-32","?",1081
680427,"GGG","2014J","F","South East Region","Lower Than A Level","30-40%","0-35",0,30,"N","Pass","GGG","2014J","-28","?",373
680431,"DDD","2014J","M","Wales","Lower Than A Level","60-70%","0-35",0,60,"N","Fail","DDD","2014J","-31","?",1186
680443,"FFF","2014J","M","Yorkshire Region","Lower Than A Level","30-40%","0-35",0,180,"N","Distinction","FFF","2014J","-38","?",4827
680453,"BBB","2014J","F","South West Region","Lower Than A Level","50-60%","0-35",0,60,"Y","Pass","BBB","2014J","-66","?",245
680464,"FFF","2014J","M","Ireland","A Level or Equivalent","80-90%","0-35",0,120,"N","Distinction","FFF","2014J","-43","?",3250
680471,"BBB","2014J","F","Scotland","HE Qualification","50-60%","0-35",0,120,"Y","Fail","BBB","2014J","-64","?",778
680483,"EEE","2014J","M","Scotland","Lower Than A Level","60-70%","0-35",0,60,"N","Pass","EEE","2014J","-81","?",1904
680484,"GGG","2014J","F","South West Region","Lower Than A Level","30-40%","0-35",0,30,"N","Fail","GGG","2014J","-4","?",206
680492,"DDD","2014J","M","London Region","HE Qualification","40-50%","35-55",0,90,"N","Pass","DDD","2014J","-88","?",6051
680492,"CCC","2014J","M","London Region","HE Qualification","40-50%","35-55",0,90,"N","Pass","CCC","2014J","-79","?",6051
680492,"DDD","2014J","M","London Region","HE Qualification","40-50%","35-55",0,90,"N","Pass","CCC","2014J","-79","?",6051
680492,"CCC","2014J","M","London Region","HE Qualification","40-50%","35-55",0,90,"N","Pass","DDD","2014J","-88","?",6051
680506,"FFF","2014J","F","East Anglian Region","HE Qualification","80-90%","0-35",0,60,"N","Distinction","FFF","2014J","-25","?",3739
680530,"BBB","2014J","F","Wales","Lower Than A Level","60-70%","0-35",0,120,"N","Pass","BBB","2014J","-31","?",221
680541,"BBB","2014J","F","South Region","A Level or Equivalent","90-100%","35-55",0,60,"N","Pass","BBB","2014J","-51","?",435
680545,"BBB","2014J","F","West Midlands Region","Lower Than A Level","20-Oct","35-55",0,60,"N","Pass","BBB","2014J","-28","?",2536
680559,"BBB","2014J","F","North Western Region","HE Qualification","20-Oct","0-35",0,60,"N","Fail","BBB","2014J","-72","?",587
680569,"GGG","2014J","F","Scotland","A Level or Equivalent","60-70%","0-35",0,30,"N","Pass","GGG","2014J","-38","?",294
680572,"FFF","2014J","M","South East Region","Lower Than A Level","20-30%","0-35",0,150,"N","Pass","FFF","2014J","-81","?",6389
680602,"CCC","2014J","M","London Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Pass","CCC","2014J","-66","?",414
680626,"DDD","2014J","M","Yorkshire Region","Lower Than A Level","20-30%","0-35",0,60,"N","Fail","DDD","2014J","-88","?",205
680644,"EEE","2014J","M","South East Region","HE Qualification","50-60%","0-35",0,60,"N","Pass","EEE","2014J","-59","?",3250
680687,"CCC","2014J","M","Wales","HE Qualification","20-30%","0-35",0,60,"N","Distinction","CCC","2014J","-81","?",2447
680708,"FFF","2014J","F","Scotland","Lower Than A Level","30-40%","0-35",0,120,"N","Pass","FFF","2014J","-43","?",2378
680713,"FFF","2014J","M","Scotland","A Level or Equivalent","30-40%","35-55",0,60,"N","Pass","FFF","2014J","-78","?",4465
680723,"BBB","2014J","F","East Midlands Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Distinction","BBB","2014J","-88","?",2239
680728,"DDD","2014J","M","South West Region","Lower Than A Level","30-40%","0-35",0,60,"N","Fail","DDD","2014J","-31","?",308
680747,"FFF","2014J","M","West Midlands Region","Lower Than A Level","70-80%","35-55",0,60,"N","Pass","FFF","2014J","-67","?",2467
680765,"EEE","2014J","F","London Region","Lower Than A Level","20-Oct","0-35",0,120,"N","Pass","EEE","2014J","-22","?",3100
680765,"EEE","2014J","F","London Region","Lower Than A Level","20-Oct","0-35",0,120,"N","Pass","CCC","2014J","-24","?",3100
680765,"CCC","2014J","F","London Region","Lower Than A Level","20-Oct","0-35",0,120,"N","Fail","EEE","2014J","-22","?",3100
680765,"CCC","2014J","F","London Region","Lower Than A Level","20-Oct","0-35",0,120,"N","Fail","CCC","2014J","-24","?",3100
680775,"FFF","2014J","M","Wales","Lower Than A Level","90-100%","0-35",0,120,"N","Pass","FFF","2014J","-15","?",1852
680787,"BBB","2014J","F","North Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Pass","BBB","2014J","-44","?",1503
680798,"BBB","2014J","F","East Anglian Region","A Level or Equivalent","80-90%","35-55",0,60,"N","Pass","BBB","2014J","-50","?",2153
680804,"EEE","2014J","M","South West Region","HE Qualification","40-50%","0-35",0,60,"N","Pass","EEE","2014J","-23","?",3343
680804,"EEE","2014J","M","South West Region","HE Qualification","40-50%","0-35",0,60,"N","Pass","CCC","2014J","-23","?",3343
680804,"CCC","2014J","M","South West Region","HE Qualification","40-50%","0-35",0,60,"N","Pass","EEE","2014J","-23","?",3343
680804,"CCC","2014J","M","South West Region","HE Qualification","40-50%","0-35",0,60,"N","Pass","CCC","2014J","-23","?",3343
680807,"DDD","2014J","M","North Western Region","HE Qualification","30-40%","0-35",0,120,"N","Fail","DDD","2014J","-86","?",46
680810,"FFF","2014J","F","North Western Region","A Level or Equivalent","20-30%","0-35",0,120,"N","Distinction","FFF","2014J","-14","?",10471
680812,"DDD","2014J","M","South East Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Fail","DDD","2014J","-16","?",309
680817,"DDD","2014J","F","London Region","A Level or Equivalent","20-Oct","0-35",0,120,"N","Pass","DDD","2014J","-3","?",491
680850,"GGG","2014J","M","North Western Region","Lower Than A Level","0-10%","0-35",0,30,"Y","Fail","GGG","2014J","-77","?",27
680855,"FFF","2014J","M","Wales","Lower Than A Level","20-30%","35-55",0,60,"N","Fail","FFF","2014J","-41","?",145
680862,"BBB","2014J","F","West Midlands Region","Lower Than A Level","20-Oct","0-35",0,60,"Y","Pass","BBB","2014J","-58","?",64
680872,"FFF","2014J","M","East Midlands Region","A Level or Equivalent","20-Oct","0-35",0,60,"N","Pass","FFF","2014J","-23","?",1383
680894,"EEE","2014J","M","Scotland","HE Qualification","30-40%","0-35",0,30,"N","Pass","EEE","2014J","-22","?",778
680912,"FFF","2014J","F","Yorkshire Region","Lower Than A Level","30-40%","0-35",0,120,"N","Pass","FFF","2014J","-79","?",2622
680918,"BBB","2014J","M","West Midlands Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Pass","BBB","2014J","-59","?",1230
680926,"BBB","2014J","F","East Anglian Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Distinction","BBB","2014J","-51","?",1267
680955,"FFF","2014J","M","South West Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Pass","FFF","2014J","-79","?",5218
680966,"GGG","2014J","M","West Midlands Region","Lower Than A Level","70-80%","35-55",0,30,"N","Pass","GGG","2014J","3","?",1107
680970,"BBB","2014J","F","South East Region","HE Qualification","80-90%","35-55",0,120,"N","Distinction","BBB","2014J","-29","?",1060
680973,"DDD","2014J","M","East Midlands Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Fail","DDD","2014J","-23","?",199
680974,"FFF","2014J","M","East Anglian Region","HE Qualification","80-90%","0-35",0,60,"N","Distinction","FFF","2014J","-37","?",1377
680996,"DDD","2014J","M","South West Region","A Level or Equivalent","60-70%","0-35",0,120,"Y","Pass","DDD","2014J","-86","?",296
681001,"EEE","2014J","F","Scotland","HE Qualification","40-50%","35-55",0,60,"Y","Distinction","EEE","2014J","-79","?",4939
681004,"FFF","2014J","M","London Region","No Formal quals","20-30%","35-55",0,60,"N","Distinction","FFF","2014J","-79","?",3931
681059,"DDD","2014J","M","East Midlands Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Distinction","DDD","2014J","-41","?",420
681065,"GGG","2014J","F","East Anglian Region","Lower Than A Level","50-60%","0-35",0,30,"Y","Distinction","GGG","2014J","-22","?",845
681107,"GGG","2014J","F","South West Region","Lower Than A Level","20-Oct","0-35",0,30,"Y","Pass","GGG","2014J","-2","?",370
681150,"BBB","2014J","F","South West Region","Lower Than A Level","70-80%","0-35",0,60,"N","Pass","BBB","2014J","-81","?",2750
681154,"GGG","2014J","F","Wales","Lower Than A Level","30-40%","35-55",0,30,"N","Pass","GGG","2014J","-23","?",582
681165,"CCC","2014J","F","South East Region","A Level or Equivalent","30-40%","35-55",0,30,"N","Pass","CCC","2014J","-79","?",2065
681174,"CCC","2014J","M","North Region","Post Graduate Qualification","?","35-55",0,90,"N","Distinction","CCC","2014J","-25","?",686
681200,"EEE","2014J","M","Wales","Lower Than A Level","20-Oct","0-35",0,60,"N","Pass","EEE","2014J","-44","?",3603
681211,"DDD","2014J","M","South West Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Pass","DDD","2014J","-60","?",203
681222,"BBB","2014J","F","South East Region","HE Qualification","40-50%","35-55",0,60,"N","Distinction","BBB","2014J","-23","?",1430
681235,"FFF","2014J","F","West Midlands Region","Lower Than A Level","20-Oct","0-35",0,120,"N","Pass","FFF","2014J","-79","?",3378
681235,"CCC","2014J","F","West Midlands Region","Lower Than A Level","20-Oct","0-35",0,120,"N","Pass","FFF","2014J","-79","?",3378
681235,"CCC","2014J","F","West Midlands Region","Lower Than A Level","20-Oct","0-35",0,120,"N","Pass","CCC","2014J","-79","?",3378
681235,"FFF","2014J","F","West Midlands Region","Lower Than A Level","20-Oct","0-35",0,120,"N","Pass","CCC","2014J","-79","?",3378
681241,"DDD","2014J","F","West Midlands Region","A Level or Equivalent","0-10%","0-35",0,120,"Y","Pass","DDD","2014J","-86","?",833
681268,"GGG","2014J","F","Yorkshire Region","A Level or Equivalent","40-50%","0-35",0,30,"N","Fail","GGG","2014J","2","?",582
681289,"BBB","2014J","F","East Anglian Region","A Level or Equivalent","20-Oct","0-35",0,60,"N","Fail","BBB","2014J","-63","?",1340
681298,"FFF","2014J","M","Wales","A Level or Equivalent","20-30%","0-35",0,90,"N","Fail","FFF","2014J","-23","?",519
681302,"EEE","2014J","M","North Western Region","HE Qualification","20-30%","0-35",0,60,"N","Pass","CCC","2014J","-20","?",1366
681302,"CCC","2014J","M","North Western Region","HE Qualification","20-30%","0-35",0,60,"N","Pass","EEE","2014J","-16","?",1366
681302,"EEE","2014J","M","North Western Region","HE Qualification","20-30%","0-35",0,60,"N","Pass","EEE","2014J","-16","?",1366
681302,"CCC","2014J","M","North Western Region","HE Qualification","20-30%","0-35",0,60,"N","Pass","CCC","2014J","-20","?",1366
681327,"EEE","2014J","M","Scotland","Lower Than A Level","30-40%","0-35",0,60,"N","Pass","EEE","2014J","-79","?",808
